voice_group_id,name,member_character_ids,gender,age_group,role,personality_traits,speakable_line_count,generation_status,review_reasons,voice_design_prompt
2f28d5f933cb8dde,魏必来,16203,male,young_adult,村民,谦卑 | 上进 | 崇拜,34,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位青年男性村民，声音清亮，语速适中，语气恭敬而谦卑，咬字清晰，带有对侠士的崇拜和恳求。
d0515f69249275c1,丐帮弟子,10020 | 7505 | 19108 | 45209,male,young_adult,丐帮弟子,随遇而安,33,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位丐帮弟子，性别和年龄未知，声音中等音高，语速适中，力度较低，音色普通，咬字清晰，情绪底色平淡，带有随遇而安的江湖气息。
98875c4269e3a239,萧大爷,17024,male,elderly,厨师,慈祥 | 豁达,33,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性厨师，声音苍老，语速较慢，咬字清晰，语气和蔼，带有长者的慈祥和豁达。
e78dbffb585f9039,赵硕,19405,male,adult,大渊官员,狡诈 | 傲慢 | 功利,33,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性大渊官员，声音中等音调，语速适中，咬字清晰，语气圆滑带官腔，情绪傲慢而狡诈，带有功利和威胁感。
4337c62cf5711752,郎中-魏老,10125,male,elderly,大夫,沉稳 | 博学,33,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性大夫，声音温厚苍老，语速适中，咬字清晰稳重，语气沉稳文雅，情绪平和从容。
b56148162618feb7,陈麻子,10207,male,adult,博坊扛把子,蛮横 | 有威慑力,33,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性博坊扛把子，声音低沉，带压迫感。语速中等，语气蛮横，咬字清晰有力，情绪底色霸道。
4c633d709fb07191,副总镖头,11101,male,middle_aged,威远镖局副总镖头,精明 | 务实,32,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性，声音沉稳，语速中等，咬字清晰，情绪平和，带有生意人的精明与务实。
026cddedc6bc9271,慕信,19983,female,young_adult,慕家弟子,谨慎 | 博学,32,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位性别不明、年龄中等的角色，声音谨慎，语速中等，力度适中，咬字清楚，情绪谨慎而博学，带有学者的沉稳。
b671b916c9e5eaf2,沙权贾,17004 | 9501,male,middle_aged,江湖人士,冷静 | 威严,32,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性江湖人士，声音低沉浑厚，语速中等，咬字清晰有力，情绪底色严肃和警惕，说话带有质问感。
337ffc2d3351f206,清河村村长,10700,male,elderly,村长,忧心 | 无奈,32,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性村长，声音苍老而略带沙哑，语速较慢，音调偏低，咬字清晰稳重，情绪忧虑而无奈，带有长者的沉重感。
cf06ecc38842309c,祝由,12605,male,middle_aged,神火堂堂主,干练 | 直率 | 专业,32,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性堂主，声音清晰有力，语速中等，咬字清晰，情绪专业自信，条理分明，有权威感。
2132b8f108b72705,龚进,12007,male,elderly,丐帮长老,豪爽 | 直率,32,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性丐帮长老，声音低沉沙哑，语速中等，咬字清晰，情绪豪迈，带有江湖老手的直率感。
508fbb132b3fe6f2,？？？,12016,female,young_adult,unknown,哀怨 | 刚烈 | 神秘,32,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位成年女性，声音清亮而带哀怨，语速中等，咬字清晰，自称奴，语气中常含哀怨与激愤，时而冷笑，透出刚烈与神秘。
622c6919ec608c2c,神算子,16210,male,elderly,unknown,狡猾 | 贪婪 | 自负,31,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性，声音略带沙哑，语速中等，咬字清晰，语气圆滑，自称老夫，时而威胁，透出狡猾与贪婪。
a4f86c912e3768ce,铁匠-张海,10217 | 10281,male,middle_aged,铁匠,朴实 | 热心 | 专业,31,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性铁匠，声音浑厚有力，语速适中，语气诚恳热情，说话带有工匠的实在感，咬字清晰稳重。
643d95ce64e78d66,青云主人,19843 | 19863 | 19875,male,elderly,隐士,孤傲 | 深沉 | 沧桑,31,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年隐士，性别不明，音高较低，音色低沉沙哑，语速缓慢，力度低，咬字清晰而缓慢，情绪底色孤傲而沧桑，带有隐士的深沉和孤傲感。
13910c63ec0f9f1e,吴氏,11913,female,elderly,unknown,严厉 | 病弱,30,ready,,确定人物设定：老年女性角色，声线必须保持这一年龄与性别呈现。一位老年女性，声音低沉苍老，语速缓慢，说话时带有咳嗽，语气严厉，透露出病弱和长辈的威严。
e69ced0d730350ca,天魔迦摩,19800,male,middle_aged,天竺僧人,深沉 | 傲慢 | 冷酷 | 哲思,30,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性天竺僧人，声音低沉浑厚，语速缓慢，力度中等，咬字清晰，情绪底色是冷漠与自信，带有哲思和威胁感，体现高深莫测的武林高手气质。
145d90545b07c032,灵蛛使-君九阴,8509,female,young_adult,五灵使,冷静 | 谨慎 | 有耐心,30,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位五仙教五灵使，性别不明，声音清冷，音调中等，语速较慢，语气冷静克制，咬字清晰，带有哲理性。
2e388b05c7cae56b,赛金花,10220,female,middle_aged,老板娘,精明 | 世故 | 热情,30,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性老板娘，声音圆润略带磁性，语速适中，语气热情世故，说话带着风尘女子的圆滑和精明。
b45da4d671916674,千钧棍-万彪,16207,male,middle_aged,江湖人士,豪爽 | 直率 | 重义气,29,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性江湖人士，声音粗犷沙哑，语速较快，语气直爽豪迈，常自称“老万”，带有草莽英雄的豪气与仗义感。
636f3755fbb4cc80,厂卫弟子,19722,male,young_adult,厂卫精英,恭敬 | 机敏,29,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性厂卫弟子，声音普通，语速中等，语气恭敬，措辞得体，带奉承之意，体现其机敏和圆滑。
99b72bcb6cd464f6,慧达,5505,male,young_adult,少林寺弟子,文雅 | 内敛 | 执着,29,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性少林弟子，声音清润柔和，语速适中，语气温和文雅，用词典雅，带有书卷气，体现对音律的热爱与内敛的性格。
a472002a248b035e,赵严,19833,male,middle_aged,提举,豪爽 | 正义,29,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性，音高较低，音色浑厚，语速中等，力度高，咬字清晰，情绪底色豪爽，带有官场人物的威严感。
0bf9c2267bf7e4ff,陆仁甲,17018,male,middle_aged,平民,热心 | 好奇,29,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性平民，声音普通，语速中等，咬字清晰，语气随意，带有热心和好奇的情绪。
a60c3e1cd1988d32,陈武,19006,male,middle_aged,unknown,,29,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位性别不明、年龄不详的武侠角色，声音中性，音调中等，语速中等，力度较弱，咬字模糊，情绪底色为疲惫或不适，带有轻微的咳嗽声。
289e7f22e16dfd5d,王氏,10202,female,middle_aged,居民,贤惠 | 坚韧 | 无奈,28,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性居民，声音柔和，带点沙哑。语速中等偏慢，语气温和，常带哀愁无奈之感，咬字清晰温婉，情绪底色低沉。
e80f63f5163bd478,铁蛋,10701,male,young_adult,村民,憨直 | 孝顺 | 勤快,28,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性村民，声音年轻而略带粗犷，语速较快，音调中等，咬字清晰自然，情绪热情直率，带有乡土口音和憨直感。
6c8fc5b354df918a,龙鼎天,11902,male,middle_aged,武馆馆主,豪爽 | 直率 | 火爆,28,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性，声音粗犷，音调偏低，语速快，语气豪爽直率，带江湖气，体现武馆馆主的火爆性格。
f22551dd898ac9f8,意见欲,19806,female,adult,天竺僧人,妩媚 | 狡黠 | 玩味 | 洞察,27,ready,,确定人物设定：成年女性角色，声线必须保持这一年龄与性别呈现。一位成年女性天竺僧人，声音柔美而带磁性，音高较高，语速中等，力度中等，咬字清晰圆润，情绪底色是妩媚与玩味，常带笑声，体现狡黠洞察的性格。
bc90355f63116a72,李天宝,10204,male,middle_aged,富商,好色 | 轻浮,27,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性富商，声音圆滑，带点油腻。语速中等，语气轻佻，咬字清晰但油腔滑调，情绪底色轻浮得意。
304e965c5c10bef0,琢玉楼掌事,19977,male,elderly,琢玉楼掌事,专业 | 热情,27,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位中年或老年角色，性别不明，声音中性偏成熟，音色清晰，语速中等，力度适中，咬字清楚，情绪热情而专业，带有工匠的专注与自豪感。
5973337e0a994094,白无言,19707,male,adult,苗疆人士,温和 | 内敛 | 好奇,27,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性苗疆人士，声音温润，音调中等，语速适中，咬字清晰，语气平和，情绪内敛而好奇，带有温和的幽默感。
bd1746f50584e37f,元辰,5027,male,young_adult,武当弟子,温文尔雅 | 细心 | 关心他人,26,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性武当弟子，声音温润清雅，语速适中，措辞温和有礼，带着书卷气，情绪平和友善，咬字清晰柔和。
6da04180ebf2c1fc,兰儿,10705,female,young_adult,失忆少女,温柔 | 坚强 | 感恩,26,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性，声音清亮，语速中等，音调偏高，咬字清晰，情绪温柔而坚定，带有少女的清亮和感恩之情。
cb3c809f745bd5a6,名剑弟子,17114 | 19727,male,young_adult,名剑山庄弟子,忠诚 | 热血,26,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻的名剑山庄弟子，声音清亮，音调中等，语速中等，说话直接，带有担忧和激昂的情绪。
8ae967f3f9b6cf71,四大恶人之包闵,10027 | 10019,male,middle_aged,四大恶人之一,力大无穷 | 怨念颇深 | 暴躁 | 好胜,26,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性武林恶人，声音低沉粗犷，语速较快，力度强，咬字有力，情绪底色是暴躁好胜，带有江湖草莽的豪横感。
67deeaa53702f77b,小白鼠,19832,nonhuman,ageless,nonhuman,活泼,26,ready,,确定人物设定：超越常人年龄感的角色，声线必须保持这一年龄与性别呈现。一只白猿，非人类，音高较高，音色尖锐，语速快，力度高，咬字不适用，情绪底色活泼，带有动物的灵动感。
6bc1d077340af888,杨奥,19899,male,young_adult,书生,观察敏锐,26,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位书生，声音清朗平和，语速平缓，咬字清晰，情绪平静，带有观察者的沉稳。
6a0a4fbacea16f75,玄火力士,45251 | 45252,male,young_adult,玄火教弟子,傲慢 | 排外 | 警惕,26,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性玄火教弟子，声音刚硬，语速中等，力度强，咬字清晰，带着傲慢和排外的态度，说话时充满敌意和警告。
925ef63b386feabe,隆村长,19600,male,elderly,村长,慈祥 | 忧虑 | 感恩,26,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年村长，声音苍老，语速缓慢，语气慈祥而忧虑，说话时带叹息，体现对儿子的担忧和感恩。
47979b23dfc28969,黑无常,19106,male,ageless,黑无常,神秘 | 冷静,26,ready,,确定人物设定：超越常人年龄感的男性角色，声线必须保持这一年龄与性别呈现。一位性别不明、年龄不详的黑无常，声音低沉，音调较低，语速较慢，力度较弱，咬字清晰，情绪底色为冷静，体现其神秘和冷静。
3c0d5ad3d52953cc,刘小姐,10208,female,young_adult,知府之女,勇敢 | 痴情 | 无奈,25,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性知府之女，声音清亮柔美。语速中等，语气温婉，常带哀求无奈之感，咬字清晰温婉，情绪底色哀愁。
9c95557f3762b262,将军府守卫,19101 | 45226,male,middle_aged,守卫,忠诚 | 敬佩,25,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性守卫，声音沉稳，音调中等，语速中等，力度适中，咬字清晰，情绪底色为敬佩，体现其对将军的忠诚和敬意。
c1f226d64080e65c,小倩,10256,female,young_adult,平民女子,痴情 | 温柔 | 坚定,25,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性，声音柔美，语速适中，语气温柔，常带情感，有时激动，情绪痴情坚定，整体给人温柔痴情的感觉。
da83688ee58d96da,小琼,16010,female,young_adult,unknown,天真,25,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻人，声音清脆，语速适中，语气天真，带着期待和纯真。
31bef4df8c55f6c9,慕家弟子,19957 | 19984 | 19966 | 19971,male,young_adult,慕家弟子,忠诚,25,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位慕家弟子，声音清朗，语速中等，咬字清晰，情绪恭敬，带有弟子的谦逊。
e41696ab43b674ee,斗笠人,45544,male,adult,unknown,沉默寡言 | 神秘,25,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位身份不明的斗笠人，性别不明，年龄感模糊。声音低沉沙哑，语速缓慢，说话断断续续，仿佛在隐藏什么或身受重伤。咬字含糊，情绪底色神秘而压抑，带有江湖中人的警惕与隐忍。
c9329e87ab088b75,耀电使-李怀熙,9007,male,adult,玄火教耀电使,沉稳 | 忠诚 | 内敛,25,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性耀电使，声音清朗沉稳，语速适中，语气平和，咬字清晰，带有理性和忠诚。
dbfe4226e806c18a,阚隙德,17019,male,young_adult,平民,低调 | 忧虑,25,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性平民，声音普通，语速中等，咬字清晰，语气简短，带有忧虑的情绪。
1b6a3cb1f2b5540b,陈老头,19200,male,elderly,村民,慈祥 | 热心,25,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性村民，声音低沉，语速缓慢，音色苍老沙哑，咬字清晰但略带含糊，语气和蔼可亲，带有长辈的慈祥感。
62c0075bf6325ce1,六扇门捕快,17402 | 19880 | 17403,male,young_adult,捕快,谨慎 | 细致,24,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位青年男性，声音中等音高，语速中等，音色略带犹豫，咬字清晰，情绪谨慎，符合六扇门捕快的身份。
7ee97e0b088cf3b6,周婶,10305,female,middle_aged,unknown,刻薄 | 精明 | 八卦,24,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性，声音尖利，语速快，语气刻薄而精明，爱说闲话，整体呈现市井长舌妇的形象。
af5cd4cf45d8ac2c,小娥,16205,female,young_adult,村民,温柔 | 善良 | 担忧,24,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位青年女性村民，声音柔美，音调较高，语速适中，语气温柔而关切，咬字清晰，带有善良和担忧的情绪。
eb825f4971362896,慕勇,19980,male,young_adult,慕家弟子,直率 | 坦诚,24,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位性别不明、年龄中等的角色，声音清晰，语速中等，力度适中，咬字清楚，情绪直率而坦诚，带有武人的爽朗。
e8891326af542202,武馆师弟,10226,male,young_adult,武馆弟子,好胜 | 活泼 | 敬仰,24,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性武馆弟子，声音高亢，语速较快，音色清亮，咬字清晰，情绪热情，带着好胜和活泼的劲头，偶尔有稚气。
a6ce1df553f09cc2,眼见喜,19802,male,elderly,天竺僧人,豁达 | 幽默 | 随性 | 洞察,24,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性天竺僧人，声音略带沙哑，有苍老感，语速中等，力度中等，咬字清晰但带口音，情绪底色是轻松与玩味，常带笑声和咳嗽，体现豁达幽默的性格。
6e281de51428a3cf,老媪,16038,female,elderly,unknown,刚烈 | 直率 | 高傲,24,ready,,确定人物设定：老年女性角色，声线必须保持这一年龄与性别呈现。一位老年女性，声音苍老而有力，语速中等，咬字清晰，语气强硬，自称老太婆，言辞犀利，透出刚烈与高傲。
729c7d40e146be1a,阴阳司主,45925,unknown,unknown,阴阳司主,慌乱 | 焦虑,24,ready,,一位阴阳司主，声音中性偏尖，语速较快，能量较高，咬字清晰但急促，情绪底色是慌乱和焦虑，带有领导者的威严但此刻失控。
9623ecb462883f0d,鲁凯,19852,male,middle_aged,工匠,沉稳 | 专注 | 自豪,24,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性工匠，声音普通，语速适中，语气沉稳自豪，用词专业。
f07c2e2558719540,丘掌柜,17002 | 17038,male,middle_aged,掌柜,精明 | 圆滑 | 热情,23,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性掌柜，声音中等音高，语速适中，音色圆润，咬字清晰流畅，情绪底色热情，有时透出商人的精明。
960fda76d27f4913,去年花,19953,female,young_adult,慕家剑客,冷傲 | 机敏,23,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性剑客，声音清冷而略带磁性，语速中等，咬字清晰利落，情绪冷静疏离，带有剑客的锐利。
e5fb68a17076ce03,李胡子,16408,male,middle_aged,村民,急躁 | 担忧 | 重情,23,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性村民，声音粗犷，语速较快，力度较强，咬字清晰，情绪底色急躁而担忧，对孙子安危表现出急切和关心，有时带有迟疑。
1b83ab534a39f027,水匪头目,12901,male,adult,水匪头目,狂妄 | 狡猾 | 凶悍,23,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性水匪头目，声音低沉粗犷，语速中等，咬字清晰，语气嚣张，自称老子，面对强敌时透出心虚和狡猾。
76260e26dcb87097,王员外,10274,male,middle_aged,员外,精明 | 商人,23,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性员外，声音中等音高，音色圆润，语速中等，能量中等，语气圆滑精明，咬字清晰，带有商人气息。
cc84748f457fa7fb,甘泉村村长,16200,male,elderly,村长,感恩 | 忧虑 | 敬仰,23,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性村长，声音苍老但有力，语速适中，语气恭敬而恳切，咬字清晰，带有对侠士的敬仰和忧虑。
a8ca4ff41e0d7135,赵启志,10000,male,child,村民,天真 | 活泼 | 孝顺,23,ready,,确定人物设定：儿童男性角色，声线必须保持这一年龄与性别呈现。一位年幼的男孩，声音清脆高亢，语速较快，语气活泼天真，咬字清晰，带有童真和孝顺。
1b1fc1a44c001b4f,天鸣村村长,11400,male,elderly,村长,感恩 | 无奈 | 朴实,22,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性村长，声音低沉苍老，语速缓慢，常带叹息，语气中透露出无奈与感激，朴实而谦和。
b40638c7e1786aa3,成生,10210,male,young_adult,书生,文雅 | 痴情 | 无奈,22,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性书生，声音清朗，带书卷气。语速中等，语气文绉绉，咬字清晰文雅，情绪底色无奈恳求。
ccae38d121a7e280,柏二爷,19837,male,middle_aged,船老大,豪爽 | 热情 | 直率,22,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性船老大，声音洪亮粗犷，语速较快，充满热情和豪爽，说话直率，带江湖气，常用感叹词。
6695d818b2e0299b,海寇首领,19857,male,adult,海寇首领,凶悍 | 贪婪 | 欺软怕硬,22,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性海寇首领，音高较低，音色粗犷沙哑，语速较快，力度较强，咬字粗犷有力，情绪底色嚣张而多变，带有海寇首领的凶悍和贪婪感。
564f6355b91a9387,玉蟾使-石赫,8507,male,middle_aged,五灵使,困惑 | 直率,22,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位五仙教五灵使，性别不明，声音中等，语速中等，语气直率，带有口头禅'呱'，咬字清晰，情绪困惑。
b888c8673bba57b5,赤龙女,8512,female,middle_aged,五毒教成员,狠辣 | 忠诚 | 固执,22,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性五毒教成员，声音清亮而带狠劲，语速中等，语气强硬，说话时直接而坚定，常表达对夫君的维护和对敌人的敌意。
05fbbbb9f198a8c8,金顶法王,11610,male,middle_aged,法王,威严,22,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性法王，声音浑厚低沉，语速中等，咬字清晰，带有威严感，性别呈现男性，年龄感中年。
593c9aeaa34af18d,钱掌柜,10237,male,elderly,掌柜,精明 | 势利 | 世故,22,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性掌柜，声音中等音高，语速中等，带着商人的精明和世故，对有钱人客气，对穷人刻薄，咬字清晰，情绪底色精明而略带傲慢。
5768427be3a51f5c,铁匠-刘成,17008,male,middle_aged,铁匠,执着 | 遗憾 | 感恩,22,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性铁匠，声音中等音高，语速适中，音色略带沙哑，咬字清晰，情绪底色感慨，有时透出期待。
23d63e5fe2685f9b,铁匠-李胜,16009,male,middle_aged,铁匠,急躁 | 易怒 | 直率,22,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位铁匠，声音粗犷，语速适中，语气多变，容易激动，带有直率和急躁的性格。
c5e5fb16fba55b3f,夜猫子,17017,male,adult,采花大盗,狡诈 | 好色,21,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性采花大盗，声音沙哑低沉，语速较慢，咬字含糊，带有阴险和狡诈的笑意，情绪底色阴险。
6553f801fd5d89d0,天剑宗弟子,11202,male,young_adult,天剑宗弟子,谨慎 | 无奈 | 友善,21,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性武林弟子，声音年轻，语速中等，语气中带有犹豫和无奈，但态度友善，咬字清晰。
e1b18afe8383d5f5,小二-王宸,10101,male,young_adult,客栈伙计,勤快 | 热情 | 机灵,21,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性客栈伙计，声音明亮，语速较快，语气热情殷勤，咬字清晰，透出勤快和机灵，带有市井的亲切感。
0efe6aa2e5f8903b,山贼,10106 | 10107,male,middle_aged,山贼,粗鲁 | 欺软怕硬 | 谄媚,21,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性山贼，声音低沉，音色粗犷沙哑，语速中等，力度较强，咬字略显含糊，情绪底色粗野，时而谄媚，时而凶狠。
0a9d274884eb9fed,慕严,19978,male,young_adult,玉石兑换商人,专业 | 耐心,21,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位性别不明、年龄中等的角色，声音中性，音色清晰，语速中等，力度适中，咬字清楚，情绪平和而专业，带有商人的精明与耐心。
cb295d90b7122f77,慕仁,19982,male,young_adult,慕家弟子,豪爽 | 重情义,21,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位性别不明、年龄中等的角色，声音豪爽，语速中等，力度适中，咬字清楚，情绪豪爽而重情义，带有江湖侠客的气概。
d1d5af710575ff5e,王庆,10259,male,young_adult,书生,痴情 | 勇敢 | 决绝,21,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性书生，声音清朗，语速较快，语气激动，常带情感，有时急切，情绪痴情决绝，整体给人痴情勇敢的感觉。
bc7825a006b220b7,白无常,19107,male,ageless,白无常,神秘 | 冷静,21,ready,,确定人物设定：超越常人年龄感的男性角色，声线必须保持这一年龄与性别呈现。一位性别不明、年龄不详的白无常，声音低沉，音调较低，语速较慢，力度较弱，咬字清晰，情绪底色为冷静，体现其神秘和冷静。
8986229bf0047ce9,陈小二,12105,male,young_adult,客栈伙计,机灵 | 热情 | 健谈,21,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性客栈伙计，声音清亮有活力，音高适中，语速较快，力度中等，咬字清晰，带市井口语感，情绪底色热情而略带紧张。
19079fae7b3e3c09,伙房师傅,19979,male,young_adult,伙房师傅,热情 | 健谈,20,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位性别不明、年龄中等的角色，声音温暖，语速中等，力度适中，咬字清楚，情绪亲切而健谈，带有厨师的热情与生活气息。
dc98f1572ec3f163,刘玄,11405,male,middle_aged,村民,健谈 | 谨慎,20,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性村民，声音中等，语速适中，语气生动，有时犹豫，带有乡野气息。
3ba87b55a0f0cbdc,李凡,10704,male,adult,厨师,文雅 | 自信,20,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性厨师，声音清朗，语速中等，音调中等，咬字清晰优雅，情绪自信从容，带有文雅气息。
1ab4fe321fbb008d,欧阳驹,16039,male,young_adult,名剑山庄弟子,自负 | 精明 | 直率,20,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位青年男性江湖人士，声音清亮，语速较快，语气中带着自负和精明，咬字清晰，说话时带有一种不容置疑的江湖气，适合表现名剑山庄弟子的傲气。
730214603c8e7106,江飞鱼,17027,female,young_adult,卖艺女子,活泼 | 爽朗 | 好胜,20,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性江湖卖艺人，声音清亮甜美，语速轻快，语调上扬，充满活力与热情，咬字清晰利落，带有江湖卖艺的吆喝感和爽朗的好胜心。
25554d70c5c0284f,洛员外,10803,male,middle_aged,员外,富有 | 精明 | 有礼,20,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性员外，声音圆润，语速中等，音调中等，咬字清晰，情绪客气而精明，带有商人圆滑感。
3bbc5af3f9e66193,王钊帅,13200,male,middle_aged,unknown,豁达 | 豪爽 | 爱酒肉,20,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位豪爽的江湖汉子，性别不明，年龄感中年，声音低沉粗犷，语速快，力度强，咬字清晰，情绪底色热情豪爽，常带笑意，有江湖人的洒脱。
bbf7841d73f52097,穷书生,17023,male,young_adult,书生,穷困 | 文雅 | 叹息,20,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性书生，声音清朗，语速较慢，咬字清晰，语气文雅，常带叹息，情绪忧郁。
898a143c64d287a9,赵元,11402,male,middle_aged,商人,精明 | 直接,20,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位商人，声音中等，语速较快，语气干脆直接，带有商业谈判的精明感。
